Season,home_team,away_team,home_goals,away_goals,result
1996-97,Liverpool,Derby,2,1,H
1996-97,Nott'm Forest,Everton,0,1,A
1996-97,Aston Villa,Nott'm Forest,2,0,H
1996-97,Derby,Leicester,2,0,H
1996-97,Leeds,Sunderland,3,0,H
1996-97,Man United,Chelsea,1,2,A
1996-97,Sheffield Weds,Southampton,1,1,D
1996-97,Tottenham,West Ham,1,0,H
1996-97,Wimbledon,Arsenal,2,2,D
1996-97,Blackburn,Liverpool,3,0,H
1996-97,Newcastle,Middlesbrough,3,1,H
1996-97,Everton,Coventry,1,1,D
1996-97,Aston Villa,Leicester,1,3,A
1996-97,Blackburn,Chelsea,1,1,D
1996-97,Everton,Southampton,7,1,H
1996-97,Leeds,Liverpool,0,2,A
1996-97,Man United,Arsenal,1,0,H
1996-97,Newcastle,West Ham,1,1,D
1996-97,Tottenham,Sunderland,2,0,H
1996-97,Wimbledon,Coventry,2,2,D
1996-97,Derby,Middlesbrough,2,1,H
1996-97,Sheffield Weds,Nott'm Forest,2,0,H
1996-97,Liverpool,Everton,1,1,D
1996-97,Chelsea,Newcastle,1,1,D
1996-97,Coventry,Aston Villa,1,2,A
1996-97,Leicester,Everton,1,2,A
1996-97,Liverpool,Wimbledon,1,1,D
1996-97,Middlesbrough,Man United,2,2,D
1996-97,Southampton,Leeds,0,2,A
1996-97,Sunderland,Sheffield Weds,1,1,D
1996-97,West Ham,Derby,1,1,D
1996-97,Arsenal,Tottenham,3,1,H
1996-97,Nott'm Forest,Blackburn,2,2,D
1996-97,Aston Villa,Middlesbrough,1,0,H
1996-97,Blackburn,Southampton,2,1,H
1996-97,Derby,Coventry,2,1,H
1996-97,Everton,Sunderland,1,3,A
1996-97,Man United,Leicester,3,1,H
1996-97,Newcastle,Arsenal,1,2,A
1996-97,Sheffield Weds,West Ham,0,0,D
1996-97,Wimbledon,Nott'm Forest,1,0,H
1996-97,Leeds,Chelsea,2,0,H
1996-97,Tottenham,Liverpool,0,2,A
1996-97,Middlesbrough,Leicester,0,2,A
1996-97,Arsenal,Southampton,3,1,H
1996-97,West Ham,Aston Villa,0,2,A
1996-97,Arsenal,Derby,2,2,D
1996-97,Chelsea,Everton,2,2,D
1996-97,Coventry,Tottenham,1,2,A
1996-97,Leicester,Blackburn,1,1,D
1996-97,Liverpool,Sheffield Weds,0,1,A
1996-97,Middlesbrough,Leeds,0,0,D
1996-97,Southampton,Aston Villa,0,1,A
1996-97,Sunderland,Wimbledon,1,3,A
1996-97,West Ham,Man United,2,2,D
1996-97,Nott'm Forest,Newcastle,0,0,D
1996-97,Leeds,Tottenham,0,0,D
1996-97,Liverpool,Middlesbrough,5,1,H
1996-97,Wimbledon,Blackburn,1,0,H
1996-97,Sunderland,Chelsea,3,0,H
1996-97,Derby,Everton,0,1,A
1996-97,Coventry,Newcastle,2,1,H
1996-97,Liverpool,Nott'm Forest,4,2,H
1996-97,Sheffield Weds,Man United,1,1,D
1996-97,Chelsea,West Ham,3,1,H
1996-97,Everton,Leeds,0,0,D
1996-97,Leicester,Coventry,0,2,A
1996-97,Man United,Sunderland,5,0,H
1996-97,Nott'm Forest,Arsenal,2,1,H
1996-97,Southampton,Derby,3,1,H
1996-97,Tottenham,Sheffield Weds,1,1,D
1996-97,Aston Villa,Wimbledon,5,0,H
1996-97,Newcastle,Liverpool,1,1,D
1996-97,Aston Villa,Chelsea,0,2,A
1996-97,Blackburn,Newcastle,1,0,H
1996-97,Leeds,Coventry,1,3,A
1996-97,Liverpool,Leicester,1,1,D
1996-97,Middlesbrough,Everton,4,2,H
1996-97,Nott'm Forest,Man United,0,4,A
1996-97,Sheffield Weds,Arsenal,0,0,D
1996-97,Sunderland,Derby,2,0,H
1996-97,Tottenham,Southampton,3,1,H
1996-97,Arsenal,Aston Villa,2,2,D
1996-97,Chelsea,Sheffield Weds,2,2,D
1996-97,Coventry,Middlesbrough,3,0,H
1996-97,Derby,Blackburn,0,0,D
1996-97,Everton,Wimbledon,1,3,A
1996-97,Leicester,Nott'm Forest,2,2,D
1996-97,Man United,Leeds,1,0,H
1996-97,Newcastle,Tottenham,7,1,H
1996-97,West Ham,Sunderland,2,0,H
1996-97,Southampton,Liverpool,0,1,A
1996-97,Arsenal,Middlesbrough,2,0,H
1996-97,Chelsea,Liverpool,1,0,H
1996-97,Coventry,Sunderland,2,2,D
1996-97,Everton,Blackburn,0,2,A
1996-97,Man United,Aston Villa,0,0,D
1996-97,Newcastle,Leeds,3,0,H
1996-97,West Ham,Nott'm Forest,0,1,A
1996-97,Aston Villa,Newcastle,2,2,D
1996-97,Blackburn,Coventry,4,0,H
1996-97,Leeds,Leicester,3,0,H
1996-97,Liverpool,West Ham,0,0,D
1996-97,Middlesbrough,Southampton,0,1,A
1996-97,Nott'm Forest,Chelsea,2,0,H
1996-97,Sheffield Weds,Everton,2,1,H
1996-97,Sunderland,Arsenal,1,0,H
1996-97,Wimbledon,Derby,1,1,D
1996-97,Tottenham,Man United,1,2,A
1996-97,Chelsea,Derby,3,1,H
1996-97,Coventry,Man United,0,2,A
1996-97,Leicester,Wimbledon,1,0,H
1996-97,Liverpool,Aston Villa,3,0,H
1996-97,Middlesbrough,Sheffield Weds,4,2,H
1996-97,Southampton,Newcastle,2,2,D
1996-97,Sunderland,Blackburn,0,0,D
1996-97,Arsenal,Everton,3,1,H
1996-97,Nott'm Forest,Tottenham,2,1,H
1996-97,West Ham,Leeds,0,2,A
1996-97,Aston Villa,Sheffield Weds,0,1,A
1996-97,Leeds,Derby,0,0,D
1996-97,Leicester,Sunderland,1,1,D
1996-97,Man United,Wimbledon,2,1,H
1996-97,Newcastle,Everton,4,1,H
1996-97,Nott'm Forest,Coventry,0,1,A
1996-97,Tottenham,Blackburn,2,1,H
1996-97,West Ham,Arsenal,1,2,A
1996-97,Aston Villa,Sunderland,1,0,H
1996-97,Blackburn,West Ham,2,1,H
1996-97,Derby,Liverpool,0,1,A
1996-97,Everton,Nott'm Forest,2,0,H
1996-97,Leeds,Arsenal,0,0,D
1996-97,Man United,Southampton,2,1,H
1996-97,Sheffield Weds,Coventry,0,0,D
1996-97,Tottenham,Chelsea,1,2,A
1996-97,Wimbledon,Middlesbrough,1,1,D
1996-97,Newcastle,Leicester,4,3,H
1996-97,Derby,West Ham,1,0,H
1996-97,Tottenham,Arsenal,0,0,D
1996-97,Arsenal,Man United,1,2,A
1996-97,Aston Villa,Coventry,2,1,H
1996-97,Derby,Sheffield Weds,2,2,D
1996-97,Liverpool,Leeds,4,0,H
1996-97,Chelsea,Man United,1,1,D
1996-97,Coventry,Everton,0,0,D
1996-97,Leicester,Derby,4,2,H
1996-97,Liverpool,Blackburn,0,0,D
1996-97,Middlesbrough,Newcastle,0,1,A
1996-97,Nott'm Forest,Aston Villa,0,0,D
1996-97,Southampton,Sheffield Weds,2,3,A
1996-97,Sunderland,Leeds,0,1,A
1996-97,Arsenal,Wimbledon,0,1,A
1996-97,West Ham,Tottenham,4,3,H
1996-97,Southampton,Wimbledon,0,0,D
1996-97,Blackburn,Sunderland,1,0,H
1996-97,Derby,Chelsea,3,2,H
1996-97,Everton,Arsenal,0,2,A
1996-97,Leeds,West Ham,1,0,H
1996-97,Man United,Coventry,3,1,H
1996-97,Newcastle,Southampton,0,1,A
1996-97,Sheffield Weds,Middlesbrough,3,1,H
1996-97,Tottenham,Nott'm Forest,0,1,A
1996-97,Wimbledon,Leicester,1,3,A
1996-97,Aston Villa,Liverpool,1,0,H
1996-97,Coventry,Wimbledon,1,1,D
1996-97,Sunderland,Tottenham,0,4,A
1996-97,Chelsea,Blackburn,1,1,D
1996-97,Leicester,Aston Villa,1,0,H
1996-97,Middlesbrough,Derby,6,1,H
1996-97,Nott'm Forest,Sheffield Weds,0,3,A
1996-97,Southampton,Everton,2,2,D
1996-97,Arsenal,Nott'm Forest,2,0,H
1996-97,Coventry,Leicester,0,0,D
1996-97,Leeds,Everton,1,0,H
1996-97,Sunderland,Man United,2,1,H
1996-97,Liverpool,Newcastle,4,3,H
1996-97,Blackburn,Nott'm Forest,1,1,D
1996-97,Leeds,Southampton,0,0,D
1996-97,Sheffield Weds,Sunderland,2,1,H
1996-97,West Ham,Chelsea,3,2,H
1996-97,Aston Villa,West Ham,0,0,D
1996-97,Blackburn,Wimbledon,3,1,H
1996-97,Everton,Derby,1,0,H
1996-97,Leicester,Middlesbrough,1,3,A
1996-97,Man United,Sheffield Weds,2,0,H
1996-97,Newcastle,Coventry,4,0,H
1996-97,Nott'm Forest,Liverpool,1,1,D
1996-97,Southampton,Arsenal,0,2,A
1996-97,Tottenham,Leeds,1,0,H
1996-97,Chelsea,Sunderland,6,2,H
1996-97,Wimbledon,West Ham,1,1,D
1996-97,Chelsea,Southampton,1,0,H
1996-97,Leicester,Tottenham,1,1,D
1996-97,Middlesbrough,Blackburn,2,1,H
1996-97,Blackburn,Aston Villa,0,2,A
1996-97,Coventry,West Ham,1,3,A
1996-97,Derby,Tottenham,4,2,H
1996-97,Everton,Man United,0,2,A
1996-97,Middlesbrough,Chelsea,1,0,H
1996-97,Sheffield Weds,Leeds,2,2,D
1996-97,Southampton,Leicester,2,2,D
1996-97,Sunderland,Nott'm Forest,1,1,D
1996-97,Wimbledon,Newcastle,1,1,D
1996-97,Arsenal,Liverpool,1,2,A
1996-97,Middlesbrough,Nott'm Forest,1,1,D
1996-97,Aston Villa,Everton,3,1,H
1996-97,Chelsea,Arsenal,0,3,A
1996-97,Man United,Derby,2,3,A
1996-97,Newcastle,Sunderland,1,1,D
1996-97,Nott'm Forest,Southampton,1,3,A
1996-97,Tottenham,Wimbledon,1,0,H
1996-97,Liverpool,Coventry,1,2,A
1996-97,Leeds,Blackburn,0,0,D
1996-97,Coventry,Chelsea,3,1,H
1996-97,Derby,Southampton,1,1,D
1996-97,Everton,Leicester,1,1,D
1996-97,Sheffield Weds,Tottenham,2,1,H
1996-97,West Ham,Middlesbrough,0,0,D
1996-97,Wimbledon,Aston Villa,0,2,A
1996-97,Arsenal,Leicester,2,0,H
1996-97,Blackburn,Man United,2,3,A
1996-97,Derby,Aston Villa,2,1,H
1996-97,Everton,Tottenham,1,0,H
1996-97,Southampton,West Ham,2,0,H
1996-97,Sheffield Weds,Newcastle,1,1,D
1996-97,Sunderland,Liverpool,1,2,A
1996-97,Everton,Liverpool,1,1,D
1996-97,Newcastle,Chelsea,3,1,H
1996-97,Wimbledon,Leeds,2,0,H
1996-97,Arsenal,Blackburn,1,1,D
1996-97,Aston Villa,Tottenham,1,1,D
1996-97,Chelsea,Leicester,2,1,H
1996-97,Liverpool,Man United,1,3,A
1996-97,Middlesbrough,Sunderland,0,1,A
1996-97,Newcastle,Derby,3,1,H
1996-97,Nott'm Forest,Leeds,1,1,D
1996-97,Sheffield Weds,Wimbledon,3,1,H
1996-97,Southampton,Coventry,2,2,D
1996-97,West Ham,Everton,2,2,D
1996-97,Coventry,Arsenal,1,1,D
1996-97,Blackburn,Sheffield Weds,4,1,H
1996-97,Leeds,Aston Villa,0,0,D
1996-97,Sunderland,Southampton,0,1,A
1996-97,Wimbledon,Chelsea,0,1,A
1996-97,Derby,Nott'm Forest,0,0,D
1996-97,Leicester,West Ham,0,1,A
1996-97,Tottenham,Middlesbrough,1,0,H
1996-97,Arsenal,Newcastle,0,1,A
1996-97,Chelsea,Leeds,0,0,D
1996-97,Coventry,Derby,1,2,A
1996-97,Leicester,Man United,2,2,D
1996-97,Liverpool,Tottenham,2,1,H
1996-97,Middlesbrough,Aston Villa,3,2,H
1996-97,Nott'm Forest,Wimbledon,1,1,D
1996-97,Southampton,Blackburn,2,0,H
1996-97,Sunderland,Everton,3,0,H
1996-97,West Ham,Sheffield Weds,5,1,H
1996-97,Man United,Middlesbrough,3,3,D
1996-97,West Ham,Newcastle,0,0,D
1996-97,Wimbledon,Liverpool,2,1,H
1996-97,Leicester,Sheffield Weds,1,0,H
1996-97,Blackburn,Middlesbrough,0,0,D
1996-97,Man United,Newcastle,0,0,D
1996-97,Aston Villa,Southampton,1,0,H
1996-97,Blackburn,Leicester,2,4,A
1996-97,Derby,Arsenal,1,3,A
1996-97,Everton,Chelsea,1,2,A
1996-97,Leeds,Middlesbrough,1,1,D
1996-97,Man United,West Ham,2,0,H
1996-97,Newcastle,Nott'm Forest,5,0,H
1996-97,Sheffield Weds,Liverpool,1,1,D
1996-97,Tottenham,Coventry,1,2,A
1996-97,Wimbledon,Sunderland,1,0,H
1997-98,Barnsley,West Ham,1,2,A
1997-98,Blackburn,Derby,1,0,H
1997-98,Coventry,Chelsea,3,2,H
1997-98,Everton,Crystal Palace,1,2,A
1997-98,Leeds,Arsenal,1,1,D
1997-98,Leicester,Aston Villa,1,0,H
1997-98,Newcastle,Sheffield Weds,2,1,H
1997-98,Southampton,Bolton,0,1,A
1997-98,Wimbledon,Liverpool,1,1,D
1997-98,Tottenham,Man United,0,2,A
1997-98,Arsenal,Coventry,2,0,H
1997-98,Crystal Palace,Barnsley,0,1,A
1997-98,Aston Villa,Blackburn,0,4,A
1997-98,Liverpool,Leicester,1,2,A
1997-98,Man United,Southampton,1,0,H
1997-98,Sheffield Weds,Leeds,1,3,A
1997-98,West Ham,Tottenham,2,1,H
1997-98,Blackburn,Liverpool,1,1,D
1997-98,Coventry,Bolton,2,2,D
1997-98,Everton,West Ham,2,1,H
1997-98,Leeds,Crystal Palace,0,2,A
1997-98,Leicester,Man United,0,0,D
1997-98,Newcastle,Aston Villa,1,0,H
1997-98,Southampton,Arsenal,1,3,A
1997-98,Tottenham,Derby,1,0,H
1997-98,Wimbledon,Sheffield Weds,1,1,D
1997-98,Barnsley,Chelsea,0,6,A
1997-98,Blackburn,Sheffield Weds,7,2,H
1997-98,Leeds,Liverpool,0,2,A
1997-98,Barnsley,Bolton,2,1,H
1997-98,Coventry,West Ham,1,1,D
1997-98,Everton,Man United,0,2,A
1997-98,Leicester,Arsenal,3,3,D
1997-98,Southampton,Crystal Palace,1,0,H
1997-98,Tottenham,Aston Villa,3,2,H
1997-98,Wimbledon,Chelsea,0,2,A
1997-98,Arsenal,Tottenham,0,0,D
1997-98,Aston Villa,Leeds,1,0,H
1997-98,Chelsea,Southampton,4,2,H
1997-98,Crystal Palace,Blackburn,1,2,A
1997-98,Derby,Barnsley,1,0,H
1997-98,Man United,Coventry,3,0,H
1997-98,Sheffield Weds,Leicester,1,0,H
1997-98,West Ham,Wimbledon,3,1,H
1997-98,Bolton,Everton,0,0,D
1997-98,Arsenal,Bolton,4,1,H
1997-98,Barnsley,Aston Villa,0,3,A
1997-98,Coventry,Southampton,1,0,H
1997-98,Crystal Palace,Chelsea,0,3,A
1997-98,Derby,Everton,3,1,H
1997-98,Leicester,Tottenham,3,0,H
1997-98,Liverpool,Sheffield Weds,2,1,H
1997-98,Man United,West Ham,2,1,H
1997-98,Newcastle,Wimbledon,1,3,A
1997-98,Blackburn,Leeds,3,4,A
1997-98,Aston Villa,Derby,2,1,H
1997-98,Bolton,Man United,0,0,D
1997-98,Everton,Barnsley,4,2,H
1997-98,Leeds,Leicester,0,1,A
1997-98,Sheffield Weds,Coventry,0,0,D
1997-98,Southampton,Liverpool,1,1,D
1997-98,Tottenham,Blackburn,0,0,D
1997-98,West Ham,Newcastle,0,1,A
1997-98,Wimbledon,Crystal Palace,0,1,A
1997-98,Chelsea,Arsenal,2,3,A
1997-98,Liverpool,Aston Villa,3,0,H
1997-98,Bolton,Tottenham,1,1,D
1997-98,Wimbledon,Barnsley,4,1,H
1997-98,Arsenal,West Ham,4,0,H
1997-98,Coventry,Crystal Palace,1,1,D
1997-98,Leicester,Blackburn,1,1,D
1997-98,Man United,Chelsea,2,2,D
1997-98,Newcastle,Everton,1,0,H
1997-98,Sheffield Weds,Derby,2,5,A
1997-98,Southampton,Leeds,0,2,A
1997-98,Aston Villa,Sheffield Weds,2,2,D
1997-98,Barnsley,Leicester,0,2,A
1997-98,Chelsea,Newcastle,1,0,H
1997-98,Crystal Palace,Bolton,2,2,D
1997-98,Derby,Southampton,4,0,H
1997-98,Everton,Arsenal,2,2,D
1997-98,Leeds,Man United,1,0,H
1997-98,Tottenham,Wimbledon,0,0,D
1997-98,West Ham,Liverpool,2,1,H
1997-98,Blackburn,Coventry,0,0,D
1997-98,Arsenal,Barnsley,5,0,H
1997-98,Bolton,Aston Villa,0,1,A
1997-98,Coventry,Leeds,0,0,D
1997-98,Man United,Crystal Palace,2,0,H
1997-98,Newcastle,Tottenham,1,0,H
1997-98,Sheffield Weds,Everton,3,1,H
1997-98,Southampton,West Ham,3,0,H
1997-98,Wimbledon,Blackburn,0,1,A
1997-98,Liverpool,Chelsea,-4,2,H
1997-98,Leicester,Derby,1,2,A
1997-98,Aston Villa,Wimbledon,1,2,A
1997-98,Blackburn,Southampton,1,0,H
1997-98,Chelsea,Leicester,1,0,H
1997-98,Crystal Palace,Arsenal,0,0,D
1997-98,Derby,Man United,2,2,D
1997-98,Everton,Liverpool,2,0,H
1997-98,Leeds,Newcastle,-4,1,H
1997-98,West Ham,Bolton,3,0,H
1997-98,Tottenham,Sheffield Weds,3,2,H
1997-98,Barnsley,Coventry,2,0,H
1997-98,Derby,Wimbledon,1,1,D
1997-98,Coventry,Everton,0,0,D
1997-98,Liverpool,Derby,-4,0,H
1997-98,Man United,Barnsley,7,0,H
1997-98,Newcastle,Blackburn,1,1,D
1997-98,Sheffield Weds,Crystal Palace,1,3,A
1997-98,Southampton,Tottenham,3,2,H
1997-98,Wimbledon,Leeds,1,0,H
1997-98,Arsenal,Aston Villa,0,0,D
1997-98,Bolton,Chelsea,1,0,H
1997-98,Leicester,West Ham,2,1,H
1997-98,Aston Villa,Chelsea,0,2,A
1997-98,Barnsley,Blackburn,1,1,D
1997-98,Bolton,Liverpool,1,1,D
1997-98,Derby,Arsenal,3,0,H
1997-98,Man United,Sheffield Weds,6,1,H
1997-98,Newcastle,Leicester,3,3,D
1997-98,Tottenham,Leeds,0,1,A
1997-98,Wimbledon,Coventry,1,2,A
1997-98,Everton,Southampton,0,2,A
1997-98,Blackburn,Everton,3,2,H
1997-98,Coventry,Newcastle,2,2,D
1997-98,Crystal Palace,Aston Villa,1,1,D
1997-98,Leeds,Derby,4,3,H
1997-98,Liverpool,Tottenham,-4,0,H
1997-98,Sheffield Weds,Bolton,5,0,H
1997-98,Southampton,Barnsley,4,1,H
1997-98,Arsenal,Man United,3,2,H
1997-98,Chelsea,West Ham,2,1,H
1997-98,Leicester,Wimbledon,0,1,A
1997-98,Aston Villa,Everton,2,1,H
1997-98,Blackburn,Chelsea,1,0,H
1997-98,Derby,Coventry,3,1,H
1997-98,Leicester,Bolton,0,0,D
1997-98,Liverpool,Barnsley,0,1,A
1997-98,Newcastle,Southampton,2,1,H
1997-98,Sheffield Weds,Arsenal,2,0,H
1997-98,Wimbledon,Man United,2,5,A
1997-98,Leeds,West Ham,3,1,H
1997-98,Tottenham,Crystal Palace,0,1,A
1997-98,Chelsea,Everton,2,0,H
1997-98,Barnsley,Leeds,2,3,A
1997-98,Bolton,Wimbledon,1,0,H
1997-98,Chelsea,Derby,-4,0,H
1997-98,Coventry,Leicester,0,2,A
1997-98,Crystal Palace,Newcastle,1,2,A
1997-98,Everton,Tottenham,0,2,A
1997-98,Southampton,Sheffield Weds,2,3,A
1997-98,West Ham,Aston Villa,2,1,H
1997-98,Arsenal,Liverpool,0,1,A
1997-98,Man United,Blackburn,4,0,H
1997-98,Bolton,Newcastle,1,0,H
1997-98,West Ham,Crystal Palace,4,1,H
1997-98,Aston Villa,Coventry,3,0,H
1997-98,Blackburn,Bolton,3,1,H
1997-98,Derby,West Ham,2,0,H
1997-98,Leeds,Everton,0,0,D
1997-98,Leicester,Crystal Palace,1,1,D
1997-98,Liverpool,Man United,1,3,A
1997-98,Newcastle,Arsenal,0,1,A
1997-98,Tottenham,Chelsea,1,6,A
1997-98,Wimbledon,Southampton,1,0,H
1997-98,Sheffield Weds,Barnsley,2,1,H
1997-98,Arsenal,Blackburn,1,3,A
1997-98,Barnsley,Newcastle,2,2,D
1997-98,Chelsea,Leeds,0,0,D
1997-98,Coventry,Tottenham,4,0,H
1997-98,Crystal Palace,Liverpool,0,3,A
1997-98,Everton,Wimbledon,0,0,D
1997-98,Southampton,Leicester,2,1,H
1997-98,West Ham,Sheffield Weds,1,0,H
1997-98,Bolton,Derby,3,3,D
1997-98,Man United,Aston Villa,1,0,H
1997-98,Newcastle,Derby,0,0,D
1997-98,Aston Villa,Southampton,1,1,D
1997-98,Blackburn,West Ham,3,0,H
1997-98,Derby,Crystal Palace,0,0,D
1997-98,Leeds,Bolton,2,0,H
1997-98,Leicester,Everton,0,1,A
1997-98,Liverpool,Coventry,1,0,H
1997-98,Sheffield Weds,Chelsea,1,4,A
1997-98,Tottenham,Barnsley,3,0,H
1997-98,Newcastle,Man United,0,1,A
1997-98,Arsenal,Leicester,2,1,H
1997-98,Aston Villa,Tottenham,4,1,H
1997-98,Bolton,Barnsley,1,1,D
1997-98,Chelsea,Wimbledon,1,1,D
1997-98,Crystal Palace,Southampton,1,1,D
1997-98,Derby,Newcastle,1,0,H
1997-98,Liverpool,Leeds,3,1,H
1997-98,Man United,Everton,2,0,H
1997-98,Sheffield Weds,Blackburn,0,0,D
1997-98,West Ham,Coventry,1,0,H
1997-98,Barnsley,Derby,1,0,H
1997-98,Blackburn,Crystal Palace,2,2,D
1997-98,Coventry,Man United,3,2,H
1997-98,Everton,Bolton,3,2,H
1997-98,Leeds,Aston Villa,1,1,D
1997-98,Leicester,Sheffield Weds,1,1,D
1997-98,Newcastle,Liverpool,1,2,A
1997-98,Tottenham,Arsenal,1,1,D
1997-98,Wimbledon,West Ham,1,2,A
1997-98,Southampton,Chelsea,1,0,H
1997-98,Arsenal,Leeds,2,1,H
1997-98,Aston Villa,Leicester,1,1,D
1997-98,Bolton,Southampton,0,0,D
1997-98,Chelsea,Coventry,3,1,H
1997-98,Crystal Palace,Everton,1,3,A
1997-98,Liverpool,Wimbledon,2,0,H
1997-98,Man United,Tottenham,2,0,H
1997-98,Sheffield Weds,Newcastle,2,1,H
1997-98,West Ham,Barnsley,6,0,H
1997-98,Derby,Blackburn,3,1,H
1997-98,Barnsley,Crystal Palace,1,0,H
1997-98,Blackburn,Aston Villa,5,0,H
1997-98,Coventry,Arsenal,2,2,D
1997-98,Leeds,Sheffield Weds,1,2,A
1997-98,Leicester,Liverpool,0,0,D
1997-98,Newcastle,Bolton,2,1,H
1997-98,Tottenham,West Ham,1,0,H
1997-98,Wimbledon,Derby,0,0,D
1997-98,Everton,Chelsea,3,1,H
1997-98,Southampton,Man United,1,0,H
1997-98,Liverpool,Newcastle,1,0,H
1997-98,Arsenal,Southampton,3,0,H
1997-98,Bolton,Coventry,1,5,A
1997-98,Chelsea,Barnsley,2,0,H
1997-98,Crystal Palace,Leeds,0,2,A
1997-98,Derby,Tottenham,2,1,H
1997-98,Liverpool,Blackburn,0,0,D
1997-98,Man United,Leicester,0,1,A
1997-98,Sheffield Weds,Wimbledon,1,1,D
1997-98,West Ham,Everton,2,2,D
1997-98,Aston Villa,Newcastle,0,1,A
1997-98,Barnsley,Everton,2,2,D
1997-98,Blackburn,Tottenham,0,3,A
1997-98,Coventry,Sheffield Weds,1,0,H
1997-98,Derby,Aston Villa,0,1,A
1997-98,Leicester,Leeds,1,0,H
1997-98,Liverpool,Southampton,2,3,A
1997-98,Man United,Bolton,1,1,D
1997-98,Newcastle,West Ham,0,1,A
1997-98,Arsenal,Chelsea,2,0,H
1997-98,Crystal Palace,Wimbledon,0,3,A
1997-98,Everton,Derby,1,2,A
1997-98,Sheffield Weds,Liverpool,3,3,D
1997-98,Tottenham,Leicester,1,1,D
1997-98,Aston Villa,Man United,0,2,A
1997-98,Southampton,Coventry,1,2,A
1997-98,Arsenal,Crystal Palace,1,0,H
1997-98,Bolton,West Ham,1,1,D
1997-98,Coventry,Barnsley,1,0,H
1997-98,Leicester,Chelsea,2,0,H
1997-98,Man United,Derby,2,0,H
1997-98,Sheffield Weds,Tottenham,1,0,H
1997-98,Southampton,Blackburn,3,0,H
1997-98,Wimbledon,Aston Villa,2,1,H
1997-98,Newcastle,Leeds,1,1,D
1997-98,Liverpool,Everton,1,1,D
1997-98,Aston Villa,Liverpool,2,1,H
1997-98,Barnsley,Wimbledon,2,1,H
1997-98,Blackburn,Leicester,5,3,H
1997-98,Chelsea,Man United,0,1,A
1997-98,Crystal Palace,Coventry,0,3,A
1997-98,Derby,Sheffield Weds,3,0,H
1997-98,Everton,Newcastle,0,0,D
1997-98,Leeds,Southampton,0,1,A
1997-98,Tottenham,Bolton,1,0,H
1997-98,West Ham,Arsenal,0,0,D
1997-98,Leeds,Tottenham,1,0,H
1997-98,Liverpool,Bolton,2,1,H
1997-98,Sheffield Weds,Man United,2,0,H
1997-98,Southampton,Everton,2,1,H
1997-98,Chelsea,Aston Villa,0,1,A
1997-98,Aston Villa,Barnsley,0,1,A
1997-98,Chelsea,Crystal Palace,6,2,H
1997-98,Leeds,Blackburn,-4,0,H
1997-98,West Ham,Man United,1,1,D
1997-98,Wimbledon,Arsenal,0,1,A
1997-98,Aston Villa,Crystal Palace,3,1,H
1997-98,Barnsley,Southampton,4,3,H
1997-98,Bolton,Sheffield Weds,3,2,H
1997-98,Everton,Blackburn,1,0,H
1997-98,Man United,Arsenal,0,1,A
1997-98,Newcastle,Coventry,0,0,D
1997-98,Tottenham,Liverpool,3,3,D
1997-98,West Ham,Chelsea,2,1,H
1997-98,Wimbledon,Leicester,2,1,H
1997-98,Derby,Leeds,0,5,A
1997-98,Newcastle,Crystal Palace,1,2,A
1997-98,Arsenal,Sheffield Weds,1,0,H
1997-98,Barnsley,Liverpool,2,3,A
1997-98,Bolton,Leicester,2,0,H
1997-98,Coventry,Derby,1,0,H
1997-98,Crystal Palace,Tottenham,1,3,A
1997-98,Everton,Aston Villa,1,4,A
1997-98,Man United,Wimbledon,2,0,H
1997-98,Southampton,Newcastle,2,1,H
1997-98,West Ham,Leeds,3,0,H
1997-98,Blackburn,Barnsley,2,1,H
1997-98,Bolton,Arsenal,0,1,A
1997-98,Wimbledon,Newcastle,0,0,D
1997-98,Aston Villa,West Ham,2,0,H
1997-98,Leeds,Barnsley,2,1,H
1997-98,Leicester,Coventry,1,1,D
1997-98,Sheffield Weds,Southampton,1,0,H
1997-98,Tottenham,Everton,1,1,D
1997-98,Wimbledon,Bolton,0,0,D
1997-98,Derby,Chelsea,0,1,A
1997-98,Blackburn,Man United,1,3,A
1997-98,Leeds,Chelsea,3,1,H
1997-98,Man United,Liverpool,1,1,D
1997-98,Arsenal,Newcastle,3,1,H
1997-98,Barnsley,Sheffield Weds,2,1,H
1997-98,Bolton,Blackburn,2,1,H
1997-98,Chelsea,Tottenham,2,0,H
1997-98,Coventry,Aston Villa,1,2,A
1997-98,Crystal Palace,Leicester,0,3,A
1997-98,Everton,Leeds,2,0,H
1997-98,Southampton,Wimbledon,0,1,A
1997-98,West Ham,Derby,0,0,D
1997-98,Blackburn,Arsenal,1,4,A
1997-98,Derby,Bolton,4,0,H
1997-98,Liverpool,Crystal Palace,2,1,H
1997-98,Newcastle,Barnsley,2,1,H
1997-98,Sheffield Weds,West Ham,1,1,D
1997-98,Tottenham,Coventry,1,1,D
1997-98,Wimbledon,Everton,0,0,D
1997-98,Leicester,Southampton,3,3,D
1997-98,Arsenal,Wimbledon,5,0,H
1997-98,Barnsley,Tottenham,1,1,D
1997-98,Bolton,Leeds,2,3,A
1997-98,Crystal Palace,Derby,3,1,H
1997-98,Everton,Leicester,1,1,D
1997-98,Man United,Newcastle,1,1,D
1997-98,Southampton,Aston Villa,1,2,A
1997-98,West Ham,Blackburn,2,1,H
1997-98,Chelsea,Sheffield Weds,1,0,H
