Season,home_team,away_team,home_goals,away_goals,result
2020-21,Tottenham,Sheffield United,4,0,H
2020-21,West Brom,Wolves,1,1,D
2020-21,Burnley,West Ham,1,2,A
2020-21,Leicester,Newcastle,2,4,A
2020-21,Leeds,Tottenham,3,1,H
2020-21,Sheffield United,Crystal Palace,0,2,A
2020-21,Man City,Chelsea,1,2,A
2020-21,Liverpool,Southampton,2,0,H
2020-21,Wolves,Brighton,2,1,H
2020-21,Aston Villa,Man United,1,3,A
2020-21,West Ham,Everton,0,1,A
2020-21,Arsenal,West Brom,3,1,H
2020-21,Fulham,Burnley,0,2,A
2020-21,Man United,Leicester,1,2,A
2020-21,Southampton,Crystal Palace,3,1,H
2020-21,Chelsea,Arsenal,0,1,A
2020-21,Aston Villa,Everton,0,0,D
2020-21,Man United,Liverpool,2,4,A
2020-21,Newcastle,Man City,3,4,A
2020-21,Burnley,Leeds,0,4,A
2020-21,Southampton,Fulham,3,1,H
2020-21,Brighton,West Ham,1,1,D
2020-21,Crystal Palace,Aston Villa,3,2,H
2020-21,Tottenham,Wolves,2,0,H
2020-21,West Brom,Liverpool,1,2,A
2020-21,Everton,Sheffield United,0,1,A
2020-21,Man United,Fulham,1,1,D
2020-21,Southampton,Leeds,0,2,A
2020-21,Brighton,Man City,3,2,H
2020-21,Chelsea,Leicester,2,1,H
2020-21,Everton,Wolves,1,0,H
2020-21,Newcastle,Sheffield United,1,0,H
2020-21,Tottenham,Aston Villa,1,2,A
2020-21,Crystal Palace,Arsenal,1,3,A
2020-21,Burnley,Liverpool,0,3,A
2020-21,West Brom,West Ham,1,3,A
2020-21,Arsenal,Brighton,2,0,H
2020-21,Aston Villa,Chelsea,2,1,H
2020-21,Fulham,Newcastle,0,2,A
2020-21,Leeds,West Brom,3,1,H
